AgendaItemID,MeetingDate,ProjectTitle,Location,Latitude,Longitude,ParsedNumber,ParsedStreet,PointParcelSTRAP,PointParcelAddress,AddressParcelSTRAP,AddressParcelAddress,AddressMatchCount,DistanceMeters,Status,Notes,Document_Link
1077,2023-06-21,"Public hearing to consider proposed Settlement Agreement between the Village of Estero and Long Bay Partners, LLC; TOP CR Associates, LLC; and PAC Estero Apartments, LLC, related to The Brooks Town Center property lawsuits","The Brooks Town Center, Estero, FL",26.396617,-81.786171,,,114725E4350000020,10020 COCONUT RD,,,0,,VENUE_ONLY,point in 10020 COCONUT RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf
1215,2023-07-11,The Residences at Brooks Town Center (also known as Coconut Pointe Residences at the Brooks) - Development Order (submittal pending) (District 6) 9.95-acre parcel at the northwest corner of Coconut Road and Three Oaks Parkway. Final Action Agenda/...,"The Brooks Town Center, Estero, FL",26.396617,-81.786171,,,114725E4350000020,10020 COCONUT RD,,,0,,VENUE_ONLY,point in 10020 COCONUT RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/07112023%20PZDB%20Minutes.pdf
1655,2015-09-23,= Short-term Lease with The Brooks Executive Suites for Community Development Department Offices (,"The Brooks, Estero, FL",26.3926426,-81.7753764,,,114725E31500K0000,SUBMERGED,,,0,,VENUE_ONLY,point in SUBMERGED,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2015%20Minutes/Council/09232015%20minutes.pdf
356,2026-03-10,Coconut Point - Waypoint Residences (Application Pending) (District 6) 8021 Cinema Way. This is a proposed redevelopment of the area where the Regal Coconut Point theater is located. The theater closed in 2022 and has been vacant since. The applic...,"The Brooks, Estero, FL",26.3926426,-81.7753764,,,114725E31500K0000,SUBMERGED,,,0,,VENUE_ONLY,point in SUBMERGED,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/PZDB/03102026%20PZDB%20Minutes.pdf
63,2022-01-11,Abbiati Dental and Medical Office Building (D.O. # TBD) (District 2) ±1-acre vacant parcel located on the west side of US 41 south of the Fountain Lakes entrance. Final Action Agenda/Minutes are supplemented by audio and video recordings of the me...,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,,334625E1U18692389,3800-3860 CORKSCREW RD,,,0,,VENUE_ONLY,point in 3800-3860 CORKSCREW RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/01112022%20PZDB%20Minutes.pdf
68,2023-01-11,Abbiati Dental and Medical Office Building (D.O. # TBD) (District 2) ±1-acre vacant parcel located on the west side of US 41 south of the Fountain Lakes entrance. Final Action Agenda/Minutes are supplemented by audio and video recordings of the me...,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,,334625E1U18692389,3800-3860 CORKSCREW RD,,,0,,VENUE_ONLY,point in 3800-3860 CORKSCREW RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/01112023%20PZDB%20Minutes.pdf
1172,2022-07-06,"Ordinance No. 2022-08 Rezoning 31.5 acres of Village-owned property at the northeast corner of Corkscrew Road and US 41. An Ordinance of the Village Council of the Village of Estero, Florida, Considering a Rezoning from Mixed-Use Planned Developme...","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,,334625E1U18692389,3800-3860 CORKSCREW RD,,,0,,VENUE_ONLY,point in 3800-3860 CORKSCREW RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/07062022%20minutes.pdf
350,2022-03-08,"Downtown Estero - Proposed Development Order (District 4) 34-acre site located on the east side of US 41, north of Broadway and east of the Broadway Shoppes. Applicant is requesting comments on a proposed mixed-use project with multi-family buildi...","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,,334625E1U18692389,3800-3860 CORKSCREW RD,,,0,,VENUE_ONLY,point in 3800-3860 CORKSCREW RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/03082022%20PZDB%20Minutes.pdf
1368,2016-08-17,"Ordinance No. 2016-10 An Ordinance of the Village Council of the Village ofEstero, Florida, Correcting a Development Order and Zoning Resolution Issued by Lee County for the Coconut Point Development of Regional Impact for Property Bounded by US 4...","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,,334625E1U18692389,3800-3860 CORKSCREW RD,,,0,,VENUE_ONLY,point in 3800-3860 CORKSCREW RD,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/081716%20Council%20Meeting%20Approved%20Minutes.pdf
2226,2023-12-12,Home2 Suites - Zoning Amendment (No application submitted) (District 6) The hotel site is located in Coconut Point Mall south of the movie theater on the northwest corner of Via Coconut and Via Monte Carlo Way. The property is currently used as a...,"Via Coconut Point from Coconut Road to Corkscrew Road, Estero, FL",26.420479,-81.80657,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/12122023%20PZDB%20Minutes.pdf
2497,2019-12-04,"Consider a Lien Mitigation Request from Celedonio Varela Relating to his Property at 8401 Mockingbird Lane, Located at the Comer of Highlands Avenue and Mockingbird Lane, just East ofEstero United Methodist Church","Via Coconut Point from Coconut Road to Corkscrew Road, Estero, FL",26.420479,-81.80657,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/20191204%20Council%20Meeting%20Approved%20Minutes.pdf
2502,2019-12-04,"Planning, Design and Pennitting Services for Via Coconut Point Landscape Improvements CN 2019-02","Via Coconut Point from Coconut Road to Corkscrew Road, Estero, FL",26.420479,-81.80657,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/20191204%20Council%20Meeting%20Approved%20Minutes.pdf
883,2022-06-01,Via Coconut Point Landscape Concept,"Via Coconut Point from Coconut Road to Corkscrew Road, Estero, FL",26.420479,-81.80657,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/06012022%20minutes.pdf
886,2021-06-02,Via Coconut Point Landscape Design Contract,"Via Coconut Point from Coconut Road to Corkscrew Road, Estero, FL",26.420479,-81.80657,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/06022021%20minutes.pdf
1949,2020-11-04,Village ofEstero Monument Sign Locations Preliminary approval of monument sign locations at the north and south ends of US 41 and Three Oaks Parkway. Village Staff is recommending the following preliminary sign locations. 1. US 41 North - West sid...,Village on Crescent Lake at Breckenridge Condominium,26.44425079079401,-81.82629414204098,,,294625E23100000CE,VILLAGE ON CRESCENT LAKE C/E,,,0,,VENUE_ONLY,point in VILLAGE ON CRESCENT LAKE C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/11042020%20Council%20Meeting%20Minutes.pdf
1335,2022-08-09,Rezoning - Milan Villas (DCI2021-E005) (District 5) 21750 Three Oaks Parkway - 10 acres located at the northwest corner of Williams Road and Three Oaks Parkway. Applicant seeks rezoning of the property from Commercial Planned Development to Reside...,WILLIAMS RD & THREE OAKS PKWY,26.4203700396588,-81.7883783801721,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/08092022%20PZDB%20Minutes.pdf
2196,2022-12-07,"Contract with Vieste, LLC for Williams Road Mixed-Use Development Project","Williams Road from US 41 to Three Oaks Parkway, Estero, FL",26.420352499197,-81.799938484002,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/12072022%20minutes.pdf
1936,2021-11-03,Via Coconut Point & Williams Road Roundabout Landscaping & Irrigation - RFB 2021-03,"Williams Road & Via Coconut Point, Estero, FL",26.42047948503,-81.806570497251,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/11032021%20minutes.pdf
690,2022-05-04,Via Coconut Point and Williams Road Sidewalks,"Williams Road & Via Coconut Point, Estero, FL",26.42047948503,-81.806570497251,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/05042022%20minutes.pdf
1666,2020-09-23,Williams Road Bicycle & Pedestrian Improvements Design Contract Approve Williams Road Bicycle and Pedestrian Improvements - Phase 1 within under Supplemental Task Authorization (STA) - 01 under CN 2020-01 Miscellaneous Professional Service to Bank...,"Williams Road from Via Coconut Point to Three Oaks Parkway, Estero, FL",26.420434746622,-81.797464230004,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/09232020%20Council%20Meeting%20Minutes.pdf
1078,2023-06-21,"First Reading of Ordinance No. 2023-06, Coconut Road EPD Rezoning An Ordinance of the Village Council of the Village of Estero, Florida, Considering a Rezoning from Mixed Use Planned Development (MPD) to Estero Planned Development (EPD) for a 45.6...","Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",26.4022,-81.815,,,094725E12200E04CE,MARSH LANDING C/E,,,0,,VENUE_ONLY,point in MARSH LANDING C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf
1143,2023-07-05,"Second Reading of Ordinance No. 2023-06 Coconut Road EPD Rezoning An Ordinance of the Village Council of the Village of Estero, Florida, Considering a Rezoning from Mixed Use Planned Development (MPD) to Estero Planned Development (EPD) for a 45.6...","Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",26.4022,-81.815,,,094725E12200E04CE,MARSH LANDING C/E,,,0,,VENUE_ONLY,point in MARSH LANDING C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/07052023%20%20minutes.pdf
272,2023-02-21,Woodfield Estero Planned Development - Rezoning (DCI2022-E005) (District 6) Vacant parcels at the northwest corner of US 41 and Coconut Road. Applicant seeks to rezone ±45.6 acres from Mixed Use Planned Development (MPD) to Estero Planned Developm...,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",26.4022,-81.815,,,094725E12200E04CE,MARSH LANDING C/E,,,0,,VENUE_ONLY,point in MARSH LANDING C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/02212023%20PZDB%20Minutes.pdf
970,2023-06-13,Woodfield Estero Planned Development - Rezoning (DCI2022-E005) (District 6) Vacant parcels at the northwest corner of US 41 and Coconut Road. Applicant seeks to rezone ±45.6 acres from Mixed Use Planned Development (MPD) to Estero Planned Developm...,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",26.4022,-81.815,,,094725E12200E04CE,MARSH LANDING C/E,,,0,,VENUE_ONLY,point in MARSH LANDING C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/06132023%20PZDB%20Minutes.pdf
971,2023-06-13,Woodfield Estero Planned Development - Rezoning (DCI2022-E005) (District 6) Vacant parcels at the northwest corner of US 41 and Coconut Road. Applicant seeks to rezone ±45.6 acres from Mixed Use Planned Development (MPD) to Estero Planned Developm...,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",26.4022,-81.815,,,094725E12200E04CE,MARSH LANDING C/E,,,0,,VENUE_ONLY,point in MARSH LANDING C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/06132023%20PZDB%20Minutes.pdf
1992,2024-11-12,"Woodfield Mixed-Use Development Order - DOS2024-E002 (District 6) ±46 vacant acres on the northwest corner of US 41 and Coconut Road Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts...","Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",26.4022,-81.815,,,094725E12200E04CE,MARSH LANDING C/E,,,0,,VENUE_ONLY,point in MARSH LANDING C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/11122024%20PZDB%20Minutes.pdf
231,2024-02-13,Woodfield Mixed-Use Development Order - DOS2024-E002 (District 6) ±46 vacant acres on the northwest corner of US 41 and Coconut Road. Applicant is seeking to construct Phase I of the development,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",26.4022,-81.815,,,094725E12200E04CE,MARSH LANDING C/E,,,0,,VENUE_ONLY,point in MARSH LANDING C/E,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/02132024%20PZDB%20Minutes.pdf
1838,2021-10-20,"Via Coconut Rezoning Ordinance 2021-10 of the Village Council of the Village of Estero, Florida, Considering a Rezoning from Agriculture (AG) and Parks and Community Facilities (PCF) to Estero Planned Development (EPD) for a 20-Acre Parcel on the...","Via Coconut Point from Coconut Road to Corkscrew Road, Estero, FL",26.420479,-81.80657,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/10202021%20minutes.pdf
1633,2021-09-22,"Via Coconut Rezoning Ordinance 2021-10 of the Village Council of the Village of Estero, Florida, Considering a Rezoning from Agriculture (AG) to Estero Planned Development (EPD) For A 19.53-Acre Parcel On the West Side of Via Coconut, South of Cor...","Via Coconut Point from Coconut Road to Corkscrew Road, Estero, FL",26.420479,-81.80657,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/09222021%20minutes.pdf
1011,2020-06-17,"Resolution No. 2020-08 A Resolution of the Village Council of the Village of Estero, Florida Authorizing the Purchase of 9.2± acres on Williams Road and the Sale of 2.7 acres of surplus property on County Road; Determining that it is in the best i...",along Williams Road,26.420210096558677,-81.81166992220037,,,,,,,0,,VENUE_NO_PARCEL,point not in any parcel and no parseable address,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/061720%20Council%20Meeting%20Minutes.pdf
1683,2021-09-28,"Brightwork Real Estate (District 5) 10081 Estero Town Commons Place, located on the south side of Corkscrew Road on the parcel previously occupied by Ruby Tuesday in Estero Commons (Lowe's). Zoning Amendment and Deviation to allow a convenience st...",10081 ESTERO TOWN COMMONS PL,26.43076631928911,-81.78522309388235,10081,ESTERO TOWN COMMONS,354625E1390000020,10081 ESTERO TOWN COMMONS PL,354625E1390000020,10081 ESTERO TOWN COMMONS PL,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/PZDB%20Minutes/09282021%20PZDB%20Minutes.pdf
362,2025-03-11,"Discount Tire - Development Order (DOS2025-E002) (District 4) 10411 Corkscrew Commons Drive, a vacant 1-acre site located in Estero Interstate Commerce Park, fronting Corkscrew Road and situated between Rib City and Mr. Tequila",10411 CORKSCREW COMMONS DR,26.43209160703068,-81.78142473104408,10411,CORKSCREW COMMONS,354625E1300000060,10411 CORKSCREW COMMONS DR,354625E1300000060,10411 CORKSCREW COMMONS DR,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/03112025%20PZDB%20Minutes.pdf
758,2025-05-13,"Discount Tire - Development Order (DOS2025-E002) (District 4) 10411 Corkscrew Commons Drive, a vacant 1-acre site located in Estero Interstate Commerce Park, fronting Corkscrew Road and situated between Rib City and Mr. Tequila",10411 CORKSCREW COMMONS DR,26.43209160703068,-81.78142473104408,10411,CORKSCREW COMMONS,354625E1300000060,10411 CORKSCREW COMMONS DR,354625E1300000060,10411 CORKSCREW COMMONS DR,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/05132025%20PZDB%20Minutes.pdf
2079,2025-11-18,"Discount Tire - Development Order (DOS2025-E002) (District 4) 10411 Corkscrew Commons Drive, a vacant 1-acre site located in Estero Interstate Commerce Park, fronting Corkscrew Road and between Rib City and Mr. Tequila. The applicant seeks to cons...",10411 CORKSCREW COMMONS DR,26.43209160703068,-81.78142473104408,10411,CORKSCREW COMMONS,354625E1300000060,10411 CORKSCREW COMMONS DR,354625E1300000060,10411 CORKSCREW COMMONS DR,1,0,VERIFIED,,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/11182025%20PZDB%20Minutes.pdf
